,date,baciTbv,chlorTbv,chrysTbv,cryptTbv,cyanoTbv,eugleTbv,pyrrTbv,baciMTbv,chlorMTbv,chrysMTbv,cryptMTbv,cyanoMTbv,eugleMTbv,pyrrMTbv,NO,OP,TN,TP,cyanoEL,microEL,tem,maxTem,minTem,degDays,hum,peakWind,pres,rain,shanDiv,windSpeed,rad
0,2018.0013698630137,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0
1,2018.0205479452054,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.748004259930417
2,2018.0397260273974,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.734645182174044
3,2018.058904109589,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4.476099097709719
4,2018.0780821917808,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4.454590731525923
5,2018.0972602739726,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4.373642505269497
6,2018.1164383561643,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,5.07817997253694
7,2018.1356164383562,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,5.3958518304836325
8,2018.154794520548,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,5.1901114019583305
9,2018.1739726027397,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,5.554896657451849
10,2018.1931506849314,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,5.988940114423366
11,2018.2123287671234,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,5.940163224678297
12,2018.231506849315,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,6.157892856266982
13,2018.2506849315068,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,6.620140410712408
14,2018.2698630136986,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,7.331352694390934
15,2018.2890410958903,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,7.727794822904989
16,2018.3082191780823,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,8.660317677648262
17,2018.327397260274,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.089404763335184
18,2018.3465753424657,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.622254668466095
19,2018.3657534246574,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.517929583990886
20,2018.3849315068494,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.561248590205446
21,2018.4041095890411,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,10.022916634451084
22,2018.4232876712329,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,10.634173748798263
23,2018.4424657534246,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,10.463271525995582
24,2018.4616438356165,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,11.364019627126392
25,2018.4808219178083,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,12.25369666964153
26,2018.5,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,13.058474317613726
27,2018.5191780821917,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,14.443931132297937
28,2018.5383561643835,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,14.14586068614113
29,2018.5575342465754,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,14.255674839230451
30,2018.5767123287671,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,14.878042427378892
31,2018.5958904109589,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,13.859404538225167
32,2018.6150684931506,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,13.338918722260315
33,2018.6342465753426,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,13.159101292069815
34,2018.6534246575343,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,12.155101937179612
35,2018.672602739726,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,11.513371483694488
36,2018.6917808219177,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,11.165323367507973
37,2018.7109589041097,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,10.268335019173351
38,2018.7301369863014,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.138094982568033
39,2018.7493150684932,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.255316699680384
40,2018.768493150685,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,7.641645098261157
41,2018.7876712328766,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,6.974723950181938
42,2018.8068493150686,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,6.6079494225139035
43,2018.8260273972603,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,5.935903303221922
44,2018.845205479452,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4.716055406413369
45,2018.8643835616438,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.916344354436717
46,2018.8835616438357,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.7752419260057395
47,2018.9027397260274,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.778829225012063
48,2018.9219178082192,,,,,,,,,,,,,,,,,,,,,3.6166944444444438,4.311999999999999,3.087,0.0,67.54,4.6,30.048555555555552,20.18,,1.54,3.9676863565191205
49,2018.941095890411,,,,,,,,,,,,,,,,,,,,,3.3670270562770552,4.613,2.384,0.0,91.6,3.07,30.205135281385278,20.99,,0.75,4.055832864429715
50,2018.9602739726026,,,,,,,,,,,,,,,,,,,,,3.8921797619047616,4.931,3.019,0.0,91.9,,30.065702380952377,20.99,,0.97,3.4681870849250664
51,2018.9794520547946,,,,,,,,,,,,,,,,,,,,,3.9440786532170122,5.054,3.033,0.0,97.30152671755725,2.63,30.100137677208284,12.124452926208651,,0.7672519083969466,3.5872017554953333
52,2018.9986301369863,,,,,,,,,,,,,,,,,,,,,3.8080720192657216,4.57,3.02,0.0,64.61,4.82,30.28220465285351,16.25,,2.19,3.590851776936109
53,2019.017808219178,,,,,,,,,,,,,,,,,,,,,3.5003511904761906,4.695,2.555,0.0,92.0,2.41,29.99821428571429,17.19,,0.75,3.855470613148167
54,2019.0369863013698,,,,,,,,,,,,,,,,,,,,,3.86857175032175,4.387,3.406,0.0,86.84806486486487,2.4297405405405406,29.86060971685972,17.72,,0.8145513513513514,3.6109398283649505
55,2019.0561643835617,,,,,,,,,,,,,,,,,,,,,4.364065945945946,4.638307027027027,4.089824864864864,,71.31215135135136,2.7493945945945946,29.96836756756757,13.874886486486487,,0.8072864864864865,4.398491934204751
56,2019.0753424657535,,,,,,,,,,,,,,,,,,,,,4.915832432432433,5.190073513513513,4.641591351351352,,55.77623783783783,3.0690486486486486,30.13545945945946,8.974735135135136,,0.8000216216216217,4.4885460943684405
57,2019.0945205479452,,,,,,,,,,,,,,,,,,,,,3.9655259395109397,5.779,2.8489999999999998,,90.4,1.1,29.800889897039898,5.16,,0.01,4.413003529057513
